artist,song,lyrics
Incubus,divided,"You are divided For now, For now  You are divided For now, For now  You are divided  I have a wish, I want to learn I wish to see, and I want to affirm That what I see in reflection day to day Isn't all I am  Say what you see When you close your eyes and glide The only shell who could Circumvent the tide Sheds of himself That tells us what he knows And a piece of him will stay When the rest of him Goes  You are divided For now, For now  You are divided  You are divided For now, For now  You are divided  I have a wish, I want to learn I wish to see, and I want to affirm That what is here, broken record everyday Isn't all there is  Say what you see, when you close your eyes and glide The only shell, to Circumvent the tide Shells out himself, And tells us what he knows A piece of him will stay A piece of him to stay, helps me grow  The piece of you That makes you, you That part stays You are divided  The piece of you That makes you, you That part stays You are divided Ahhhhh, ahhhh  You're only divided  The piece of you That makes you, you That piece stays You are divided  The piece of you That makes you, you Don't be afraid"
Incubus,stellar,"You are stellar  Meet me in outer space We could spend the night Watch the earth come up I've grown tired of that place Won't you come with me? We could start again  How do you do it? You make me feel like I do How do you do it? It's better than I ever knew, ho  Meet me in outer space I will hold you close If you're afraid of heights I need you to see this place It might be the only way That I can show you how It feels to be inside of you  How do you do it? You make me feel like I do How do you do it? It's better than I ever knew, yea How do you do it? You make me feel like I do You do  Ohh You are stellar You are stellar  How do you do it? You make me feel like I do How do you do it? Its better than I ever knew, no How do you do it? You make me feel like I do How do you do it? You make me feel like I do Yea"
Incubus,shaft,"Who am I? I am I  Why can't I get it straight no? Why can't I see it straight, yeah? We can't let you We can't let you go  Why can't I get it straight no? We can't let you We can't let you go  Who are you? You are me  Shaft! Shaft! Shaft! Shaft!  I take a look, a look around gas limited I take a look around I tell myself I live again I take a look, a look around gas limited I take a look around I tell myself I live again  Why can't I get it straight no? Why can't I see it straight, yeah? We can't let you We can't let you go  Why can't I get it straight no? Why can't I see it straight, yeah? We can't let you We can't let you go  Shaft!  Up until this day I take a look, a look around gas limited Up until this day I take look around, I tell myself I live again Up until this day I take a look, a look around gas limited Up until this day  Shaft! Shaft! Shaft! Shaft! Shaft! Shaft!  Where's Lorena when we need her?  Why can't I get it straight no? Why can't I see it straight, yeah? We can't let you We can't let you go  Why can't I get it straight no? Why can't I see it straight, yeah? We can't let you We can't let you go  Why can't I get it straight no? Why can't I see it straight, yeah? Why can't I get it straight no? Why can't I see it straight, yeah?  Why can't I get it straight no? Why can't I see it straight, yeah? Why can't I get it straight no? Why can't I see it straight, yeah?"
Incubus,madefortvmovie,"I heard a word from 'On high' Glare like a light in the sky It said, ""Quit blowing each other up""  Voicing so crystalline clear Some thing's unclean in your ear When only blood fills your cup  Hello I'm trying to focus, but my eyes deceive me, yeah Focus I'm witnessing history, repeating  It fell like a tear from my eye Flying machine so up high Well, there goes the neighborhood  A scene set to singe innocence Up heave, unhinge, and pit against Like every made for TV movie should  Hello I'm trying to focus, but my eyes deceive me, yeah Focus I'm witnessing history, repeating  Focus, focus, focus Focus (I can see now) Focus (I can see now) Focus (I can see now)  We are, we know, we see, we think for you, yeah The who, the what, the when, the where, the why We build your yang, we build you too, we see you, oh  Hello I'm trying to focus, but my eyes deceive me, yeah Focus I'm witnessing history, repeating"
Taylor Swift,mine,"You were in college working part time waiting tables Left a small town, never looked back I was a flight risk with a fear of falling Wondering why we bother with love if it never lasts  I say can you believe it? As we're lying on the couch The moment I could see it Yes, yes, I can see it now  Do you remember we were sitting there by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Flash forward and we're taking on the world together And there's a drawer of my things at your place You learn my secrets and you figure out why I'm guarded You say we'll never make my parents' mistakes  But we got bills to pay We got nothing figured out When it was hard to take Yes, yes, this is what I thought about  Do you remember we were sitting there by the water? You put your arm around me for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Do you remember all the city lights on the water? You saw me start to believe for the first time You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  And I remember that fight, 2:30 a.m. As everything was slipping right out of our hands I ran out crying and you followed me out into the street  Braced myself for the goodbye 'Cause that's all I've ever known Then you took me by surprise You said I'll never leave you alone  You said I remember how we felt sitting by the water And every time I look at you, it's like the first time I fell in love with a careless man's careful daughter She is the best thing that's ever been mine  Hold on, make it last Hold on, never turn back You made a rebel of a careless man's careful daughter You are the best thing that's ever been mine  Do you believe it? We're gonna make it now I can see it I can see it now"
Incubus,follow,"Look at you with all your shiny Toys for boys, it's all unnerving Bold and new but dark and spotty The toys enjoy the undeserving  Don't ask, don't tell, follow Don't ask, don't tell, yeah  Fat the world then sink your teeth in Cannibal and missionary, toes are curled My thanks uneven When tales so tall are ordinary  Don't ask, don't tell, follow Don't ask, don't tell, yeah Don't ask, don't tell, follow Don't ask, don't tell, yeah"
Incubus,acertainshadeofgreen,"A certain shade of green Tell me, is that what you need? All signs around say, ""Move ahead"" Could someone please explain to me You're ever present lack of speed? Are your muscles bound by ropes Or do crutches cloud your day? My sources say, ""The road is clear And street signs point the way""  Are you gonna stand around 'til 2012 a.d? What are you waitin' for A certain shade of green? I think I grew a gray watchin' you procrastinate What are you waitin' for A certain shade of green?  Would a written invitation Signed, ""Choose now or lose it all"" Sedate your hesitation Or inflame and make you stall? You've been raised in limitation But that glove never fit quite right The time has passed for hand-me-downs Choose a new, please evolve Take flight  Are you gonna stand around 'til 2012 a.d? What are you waitin' for A certain shade of green? I think I grew a gray watchin' you procrastinate (Talk that thing)  Green? What are you waitin'? What are you waitin'? What are you waitin' for? What are you waitin'? What are you waitin'? What are you waitin' for?  What are you waitin' for? What are you waitin'? What are you waitin'? What are you waitin' for? What are you waitin' for? Waitin' for?  I think I grew a gray watchin' you procrastinate Are you gonna stand around till 2012 a.d? What are you waitin' for A certain shade of green? I think I grew a gray watchin' you procrastinate What are you waitin' for?"
Taylor Swift,blankspace,"Nice to meet you Where you've been? I can show you incredible things Magic, madness, heaven, sins Saw you there and I thought oh my God Look at that face, you look like my next mistake Love's a game, wanna play New money, suit and tie I can read you like a magazine  Ain't it funny rumors fly And I know you've heard about me So hey, let's be friends And I will see how this one ends Grab your passport and my hand I could make the bad pass good for a weekend  So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over If the high was worth the pain Got a longless, drivers, lovers They'll tell you I'm insane Cause you know I love the players And you love the game  Cause we're young and we're reckless We'll take this way too far and leave you breathless Or with a nasty scar Got a long list of ex lovers They'll tell you I'm insane But I got a blank space baby And I'll write your name  Cherry lips Crystal skies I could show you incredible things Slowly kisses, pretty lies You're the kink baby I'm your queen Find out what you want Be that girl for a month But the worst is yet to come  Oh no Screaming, crying, perfect storms I could make all the tables turn Rose garden filled with thorns Keep you second guessing like oh my God Who is she? I get drunk on jealousy But you'll come back each time you leave Cause darling I'm a nightmare dressed like a daydream  So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over If the high was worth the pain Got a long list of ex lovers They'll tell you I'm insane Cause you know I love the players And you love the game  Cause we're young and we're reckless We'll take this way too far and leave you breathless Or with a nasty scar Got a long list of ex lovers They'll tell you I'm insane But I got a blank space baby And I'll write your name  Boy there's only one love If it's torture Don't say I didn't say I didn't warn you Boy it's only one love if it's torture Don't say I didn't say I didn't warn you  So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over If the high was worth the pain Got a long list of ex lovers They'll tell you I'm insane Cause you know I love the players And you love the game  Cause we're young and we're reckless We'll take this way too far and leave you breathless Or with a nasty scar Got a long list of ex lovers They'll tell you I'm insane But I got a blank space baby And I'll write your name"
Taylor Swift,outside,"I didn't know what I would find When I went looking for a reason, I know I didn't read between the lines And, baby, I've got nowhere to go  I tried to take the road less traveled by But nothing seems to work the first few times Am I right?  So how can I ever try to be better? Nobody ever lets me in I can still see you, this ain't the best view On the outside looking in  I've been a lot of lonely places I've never been on the outside  You saw me there, but never knew That I would give it all up to be A part of this, a part of you And now it's all too late so you see  You could've helped if you had wanted to But no one notices until it's too Late to do anything  How can I ever try to be better? Nobody ever lets me in I can still see you, this ain't the best view On the outside looking in  I've been a lot of lonely places I've never been on the outside  Oh, yeah  How can I ever try to be better? Nobody ever lets me in And I can still see you, this ain't the best view On the outside looking in  I've been a lot of lonely places I've never been on the outside"
Taylor Swift,enchanted,"There I was again tonight Forcing laughter, faking smiles Same old tired, lonely place  Walls of insincerity Shifting eyes and vacancy Vanished when I saw your face  All I can say is it was enchanting to meet you  Your eyes whispered have we met? Cross the room your silhouette Starts to make its way to me The playful conversation starts Counter all your quick remarks Like passing notes in secrecy  And it was enchanting to meet you  All I can say is I was enchanted to meet you  This night is sparkling don't you let it go I'm wonderstruck, blushing on the way home I'll spend forever wondering if you know I was enchanted to meet you  The lingering question kept me up 2 AM... who do you love? I wonder til I'm wide awake  And now I'm pacing back and forth Wishing you were at my door I'd open up and you would say Hey, it was enchanting to meet you  All I know is I was enchanted to meet you  This night is sparkling don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you know  This night is flawless Don't you let it go I'm wonderstruck, dancing round all alone I'll spend forever wondering if you know I was enchanted to meet you  This is me praying that This was the very first page Not where the storyline ends My thoughts will echo your name Until I see you again  These are the words I held back As I was leaning to say I was enchanted to meet you  Please don't be in love with someone else Please don't have somebody waiting on you  Please don't be in love with someone else Please don't have somebody waiting on you  This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew  This night is flawless Don't you let it go I'm wonderstruck, dancing round all alone I'll spend forever wondering if you know I was enchanted to meet you  Please don't be in love with someone else Please don't have somebody waiting on you"
Taylor Swift,yourface,"I heard a song tonight on the radio Another girl sings about a boy She see his face in every space, every room And I know that if I turn around you won't be there If I close my eyes, will you be there?  I don't wanna lose your face And I don't wanna wake up one day And not remember what time erased And I don't wanna turn around 'Cause I'm not scared of what love gave me and took away And I don't wanna lose your face  I got a picture of you in my bedroom And I hope it never falls I hope I never lose that feeling I used to get whenever you'd call And now I wonder to myself Who were you, where are you? Were you ever here at all?  I don't wanna lose your face And I don't wanna wake up one day And not remember what time erased And I don't wanna turn around 'Cause I'm not scared of what love gave me and took away And I don't wanna lose your face  The girl in the song had it so good I wish I could close my eyes and see you I wish the sky had your face And the oceans had your eyes And the sunset had your lips And I had you, oh, whoa, yeah  I don't wanna lose your face I don't wanna wake up one day And not remember what time erased And I don't wanna turn around 'Cause I'm not scared of what love gave me and took away And I don't wanna lose your face  Oh, no, no I don't wanna lose your face And I don't wanna turn around Oh, oh, oh, ooh, yeah Oh, oh, oh, oh, oh, oh Oh, oh, oh, yeah"
Incubus,monumentsandmelodies,"My hands are trembling And my eyes are on fire This house is crumbling Left brain, left out on the wire  You make me happy You magnify my better half You make me certain Though all I have today is your photograph  My past is perilous But each scar I bear, sings Monuments to where I have been And melodies to where I am going  You make me happy You magnify my better half You make me certain Though all I have today is your photograph  When will I see you again? Still, life can only go so far I need you in front of me Saying my name, saying to me ""I choose the way you are You, the way you are""  You make me happy You magnify my better half You make me certain Though all I have today is your photograph You make me happy"
Taylor Swift,thatwhen,"I said I know He said I need some time, need some space To think about all of this and I watched him go He watched me crash to the floor On my knees just like that He said when can I come back I said, that's when, when I wake up in the morning That's when, when it's sunny or stormin' Laughing when I'm crying That's when I'll be waiting at the front gate That's when I never see your face I let you in, baby that's when I said I know He said I did you wrong, made mistakes Put you through all of this 'Cause I let you go, you let me think That I'd be fine without you Imagine that! So baby when can I come back? And I said, that's when, when I wake up in the morning That's when, when it's sunny or stormin' Laughing when I'm crying That's when I'll be waiting at the front gate That's when I never see your face I let you in, baby that's when And I said all this playing Did you ever think of me? And he said that's when, when I woke up in the morning that's when, when it's sunny or stormin' Laughing when I was crying and that's when you were waiting at the front gate that's when, when I saw your face You let me in, and baby that's when that's when ooooooh. ooh oh ooh oh oh I said I know he said I need some time, need some space"
Incubus,drive,"Sometimes, I feel the fear Of uncertainty stinging clear And I can't help but ask myself how much I'll let the fear take the wheel and steer  It's driven me before, and it seems To have a vague haunting mass appeal But lately I'm beginning to find That I should be the one behind the wheel  Whatever tomorrow brings, I'll be there With open arms and open eyes, yeah Whatever tomorrow brings I'll be there, I'll be there  So if I decide to waiver my chance To be one of the hive Will I choose water over wine And hold my own and drive?  It's driven me before and it seems to be the way That everyone else gets around But lately I'm beginning to find That when I drive myself, my light is found  Whatever tomorrow brings, I'll be there With open arms and open eyes, yeah Whatever tomorrow brings I'll be there, I'll be there  Would you choose water over wine Hold the wheel and drive?  Whatever tomorrow brings, I'll be there With open arms and open eyes, yeah Whatever tomorrow brings I'll be there, I'll be there"
Incubus,11am,"7 am, the garbage truck Beeps as it backs up And I start my day thinking about What I've thrown away  Could I push rewind? All the credits strewn in signifying the end But I missed the best part Could we please go back to the start?  Forgive my indecision  Then again, then, then again, then again You're always first when No one's on your side  But then again, then, then again, then again The day will come when When I want off that ride  11 am, by now you would think That I would be up But my bedsheets shade The heated of choices I made  Now, what did I find? I never thought I could want someone so much 'Cause now you're not here And I'm knee deep in my own fear  Forgive my indecision, I am only a man  Then again, then, then again, then again You're always first when No one's on your side  But then again, then again, again, again, then again The day will come when I want off that ride  12 pm and my dusty telephone rings I get up from my pillow Could it be? I hope it's you, it's you  Then again, then, then again, then again You're always first when No one's on your side  But then again, then again, again, again, then again The day has come And I want off that ride"
Incubus,nowherefast,"Will I ever get to, to where it is that I am going? Will I ever follow through with what I, with what I had planned? I guess it's possible that I have been a bit distracted And the directions for me are a lot less in demand, in demand  Will I ever get to where I'm going? If I do, will I know when I'm there? If the wind blew me in the right direction, yeah Would I even care? I would  I take a look around, it's evident the scene has changed And there are times when I feel improved, improved upon the past Then there are times when I can't seem to understand at all And yes it seems as though I'm going no where, really fucking fast And no where fast  Will I ever get to where I'm going? If I do, will I know when I'm there? If the wind blew me in the right direction, yeah Would I even care? I would, I would, I would  Will I ever get to where I'm going? If I do, will I know when I'm there?    If the wind blew me in the right direction, yeah Would I even care? I would I would I would I would I would"
Incubus,loveinatimeofsurveillance,"Way, way out in space there's an island They needed some rest, listened violent Not long ago they were silent Now they buzz and hum Oh how far they've come right  Disappear, big daddy's got your number Big daddy's got you Disappear, big daddy's got your number Big daddy's got you  But please do explain to me brother Why all the spying on each other? To sell to me this, then the other I need a nom de guerre It's all so unfair  Disappear, big daddy's got your number Big daddy's got you Disappear, big daddy's got your number Big daddy's got you  I will embrace my assailants Kill them with kindness and patience Love in a time of surveillance Is in such a fuss at Voyeurs-R-Us You're a seed to fill It's all grist for the mill, just  Disappear, big daddy's got your number Big daddy's got you Disappear, big daddy's got your number Big daddy's got you  Oooh"
Taylor Swift,americangirl,"Well, she was an American girl Raised on promises She couldn't help thinking that there was a little more to life Somewhere else  After all it was a great big world With lots of places to run to And if she had to die trying She had one little promise she was gonna keep  Oh yeah, all right Take it easy baby Make it last all night She was an American girl  Well, it was kind of cold that night She stood alone on her balcony She could see the cars roll by out on 441 Like waves crashing on the beach  And for one desperate moment there He crept back in her memory God, it's so painful It's something that's so close but still so far out of reach  Oh yeah, all right Take it easy baby Make it last all night She was an American girl  Oh yeah, all right Let's take it easy baby And make it last all night Oh yeah, all right Let's take it easy baby Oh, let's take it easy now  Oh yeah, all right She was an American girl"
Incubus,redefine,"Imagine your brain as a Canister filled with ink Yeah, now think of your body As the pen where the ink resides Fuse the two, kapok What are you now? You're the human magic marker, won't you Please surprise my eyes?  It's in your nature You can paint whatever picture You like no matter what Ted Koppel says on channel 4 tonight So modify this third rock from the sun By painting myriads of pictures With the colors of one  I'm sick of painting in black and white My pen is dry, now I'm uptight So sick of limiting myself To fit your definition  I'm sick of painting in black and white My pen is dry, now I'm uptight So sick of limiting myself To fit your definition  Picture the scene Where whatever you thought Would, in the blink of an eye Manifest and become illustrated You'd be sure man that every Line drawn reflected A life that you loved Not an existence that you hated  So, must we demonstrate that We can't get it straight? We've painted a picture Now we're drowning in paint Lets figure out what the fuck it's about Before the picture we painted Chews us up and spits us out  I'm sick of painting in black and white My pen is dry, now I'm uptight So sick of limiting myself To fit your definition  I'm sick of painting in black and white My pen is dry, now I'm uptight So sick of limiting myself To fit your definition  What, what What, what What, what What, what Redefine  I'm sick of painting in black and white My pen is dry, now I'm uptight So sick of limiting myself To fit your definition  So, must we demonstrate that We can't get it straight? We've painted a picture Now we're drowning in paint Lets figure out what the fuck it's about Before the picture we painted Chews us up and spits us out"
Incubus,oilandwater,"You and I are like oil and water We've been trying, trying, trying Ohh, to mix it up  We've been dancing on a volcano And we've been crying, crying, crying Ohh, over blackened souls  Babe, this wouldn't be the first time It will not be the last time There is no parasol that could shelter this weather  I've been smiling with anchors on my shoulders And I've been dying, dying, dying Ohh, to let them go  Babe, this wouldn't be the first time It will not be the last time There is no parasol that could shelter this weather  And babe, this wouldn't be the first time It will not be the last time We will try to believe everything would get better  We've been lying to each other Hey, babe, let's just call it, call it, call it Oil and water  Oil and water (Wouldn't be the first time) Oil and water (Wouldn't be the first time) Oil and water (Wouldn't be the first time) Oil"
Taylor Swift,whoivealwaysbeen,"You walk in here with your guitar man Your shiny boots and your full on band A smile on your face, a knife in your hand Singing songs you got memorized With whatever talent money buys So polished that it slips right through your hands  Don't worry yourself I ain't your competition Don't flatter yourself that was never my intention  I wanna talk about what you are that I ain't Let's talk about what you do that I can't Let's talk about me and you in an empty room And who wins Let's talk about what you did to get here Let's talk about blood and sweat and tears Let's talk about what you wanna be And who I've always been  I walk in here with a beat up case The same guitar I've always played And the words I wrote down on a page When I was 12 years old and small town raised You tell the crowd you're paying dues I tell them this is what I do And it's what I put my life into As I breathe the smoke and cheap perfume  They say life on music row is rough conditions Oh, but the easy ride was never my ambition  I wanna talk about what you are that I ain't Let's talk about what you do that I can't Let's talk about me and you in an empty room And who wins Let's talk about what you did to get here Let's talk about blood and sweat and tears Let's talk about what you wanna be And who I've always been  Let's talk about your childhood days You were the prom queen, I was on this stage So where's that crown gotten you these days? When it's me and you and the same damn games So what've you got that I ain't? And what do you do that I can't? Let's put me and you in an empty room and see who wins Let's talk about what you did to get here Let's talk about blood and sweat and tears Let's talk about what you wanna be, girl And who I've always been"
Taylor Swift,canigowithyou,"Any day now They're talking war I can see the light That's in your eyes They're not talkin A week or two Oh, daddy Can I go with you? Oh, daddy Can I go with you?  You pack a suitcase And take a picture From the wall I always knew This time would come When I ask how long You think You're gonna be You say ""Eh, this crazy world's Come undone""  Summer's over And leaves begin To fall And another winter's On the way I knew I wasn't gonna take This very well But I'd give everything To have you here today  Everyday now They're talking war I know This time has been Like it's never Been before We're not talking About a week or two Oh, daddy Can I go with you? Oh, daddy Can I go with you? Oh, daddy Can I go with you?"
Incubus,zeedeveel,"Nice car, where'd you get your ride? A trophy, badge of honor, overcompensation? Price tags advertise your pride Since when did what we pay for colored cloth gauge our gravity?  Yeah you got your little world, picture perfect, its a pearl Now go and try and sleep in the bed you made  You should be careful what you wish for 'Cause everyone of us has a devil inside You should be careful what you wish for 'Cause all I want abounds becomes you  Nice watch, man, you got the time? There's never enough and it always goes too slow, too slow  Yeah you got your little world, picture perfect, its a pearl Now go and try and sleep in the bed you made  You should be careful what you wish for 'Cause everyone of us have a devil inside You should be careful what you wish for 'Cause all I want abounds becomes you, you  Nice watch, man, you got the time? There's never enough and it always goes too slow Price tags advertise your pride Since when did what we pay for colored cloth gauge our gravity?  You should be careful what you wish for 'Cause everyone of us You should be careful what you wish for 'Cause all I want abounds becomes you, you"
Taylor Swift,clean,"The drought was the very worst (A-ha! a-ha!) When the flowers that we'd grown together died of thirst It was months, and months of back and forth (A-ha! a-ha!)  You're still all over me like a wine-stained dress I can't wear anymore Hung my head, as I lost the war And the sky turn black like a perfect storm  Rain came pouring down when I was drowning That's when I could finally breathe And by morning Gone was any trace of you I think I am finally clean There was nothing left to do  (A-ha! a-ha!) When the butterflies turned to dust they covered my whole room So I punched a hole in the roof  (A-ha! a-ha!) Let the flood carry away all my pictures of you The water filled my lungs I screamed so loud but no one heard a thing  Rain came pouring down when I was drowning That's when I could finally breathe And by morning Gone was any trace of you  I think I am finally clean I think I am finally clean  (Ha-a ha-a ha-a aha!) Said, I think I am finally clean (Ha-a-ha-a-ha!) Ten months sober, I must admit Just because you're clean don't mean you don't miss it Ten months older I won't give in  Now that I'm clean I'm never gonna risk it The drought was the very worst (A-ha! a-ha!) When the flowers that we'd grown together died of thirst  Rain came pouring down when I was drowning That's when I could finally breathe And by morning Gone was any trace of you I think I am finally clean Rain came pouring down when I was drowning That's when I could finally breathe And by morning Gone was any trace of you I think I am finally clean Finally clean Think I'm finally clean (A-ha! a-ha!) Think I'm finally clean"
Incubus,stillnotaplayer,"Up In the hot tub, poppin bubb-ly spot love, Punish me But it don't stop, watch the Pun get wicked When I (stick it) even Luke be like ""Don't stop, get it get it""  I don't wanna be a playa no more I'm not a playa I just crush a lot But Big Punisher, still got what you're lookin for Uptown baby, uptown I don't wanna be a playa no more I'm not a playa I just crush a lot But you know Big Punisher still down behind Who's down to crush a lot  Hey yo I'm still not a playa but you still a hater Elevator to the top hah, see you later, I'm gone Penthouse suite, Penthouse freaks In house beach, french countesse, ten thou piece Rent-out lease, with a option to buy Coppin a five-oh Benz for when I'm not, far up in the sky Puffin the lye, from my Twinzito Up in the Benzito with my kiko from Queens, nicknamed Perico We go back like PA's and wearin PJ's Now we reach the peakage, runnin trains for three days Who wanna ride it won't cost you a dollar Whether soft or harder of course you still gonna holla My my, I'm big huh, I rip my, through your I'm sick, you couldn't measure my, with six rulers Hold up, chula, I'm all about gettin loot But I knock that boot, if you out to get HOOF  I don't wanna be a playa no more I'm not a playa I just crush a lot But Big Punisher, still got what you're lookin for Uptown baby, uptown I don't wanna be a playa no more I'm not a playa I just crush a lot But you know Big Pun and brock still down behind Who's down to crush tonight  I don't wanna be a playa no more I'm not a playa I just crush a lot But you know Big Pun and brock still down behind Who's down to crush tonight  I love from butter pecan to blackberry molass' I don't discriminate, I regulate every shade of the Long as you show class, and pass my test Fat, highly intelligent bachlorettes That's the best, I won't settle for less I wanna get a brunette, with unforgettable sex I lay your head on my chest, come feel my heartbeat We can park the Jeep, pump Mobb Deep, and just spark the It's hard to creep since I found Joe Every pretty round brown, wanna go down low But this Boogie Down pro-fessional, I'ma let you know Once I quit the blows, get your clothes, cause you got to go I could go downstairs, little brown hairs everywhere ""You nasty brock!"" I don't care Round here they call me Big Pun, if you with the big guns Take time, known to make a chick  Up In the hot tub, poppin bubb-ly Rubbin your spot love, got you screamin Punish me But it don't stop, watch the Pun get wicked When I (stick it) even Luke be like ""Don't stop, get it get it"" (repeat 2X)  I don't wanna be a playa no more I'm not a playa I just crush a lot But Big Punisher, still got what you're lookin for Uptown baby, uptown I don't wanna be a playa no more I'm not a playa I just crush a lot But you know Big Pun and brock still down behind"
Incubus,troublein4,"The evening began as a positive swaret And my abode was 4 2 0 G But little did I know that in the very next apartment There'd be trouble on the brew for me  Ubiquitous, I wish I could be Because the clock cuts short my own day One hundred things to do before I rest my sore ass Upon the cushion that supports my array  Can this be? Trouble! So if I may, slip you a tip You'd best stay away from 4 2 1  Trouble! So get high the green way So get by the green way, yes  I knocked upon their door In hopes of bidding them their welcome And instead I was caught by an eye  His pupil was wide open Kinda like a liquor barn at 3:00 It was indoubadoubly dose derived  It was then that they took me And shined their lights between my eyes He said, ""What do you know? Why are you here? What's the catch? Why not explain in clear? Why you're thinking aloud?""  I wish I could've just kept to my own My hospitality has been too well spent and I've paid my rent! I should've kept my thoughts, on who might've been inside So that my mind could sit and delude my pride!  Can this be? Trouble! So if I may, slip you a tip You'd best stay away from 4 2 1  Trouble! So get high the green way So get by the green way, go  Oh  I beg my common sense to keep my Neighbor out away from my front door Until I find a way to hide myself from those in 4 2 1 One, one away from the good one  Jump Jump Let's go, come on  I beg my common sense to keep my Neighbor out away from my front door Until I find a way to hide myself from those in 4 2 1 4 2 1, hey  4 2 1"
Taylor Swift,dontblameme,"Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life  I've been breakin' hearts a long time, and Toyin' with them older guys Just playthings for me to use Something happened for the first time, in The darkest little paradise, shakin' Pacin', I just need you  For you, I would cross the line I would waste my time I would lose my mind They say she's gone too far this time  Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life  My name is whatever you decide And I'm just gonna call you mine I'm insane, but I'm your baby (your baby) Echoes, love your name inside my mind Halo, hiding my obsession I once was poison ivy, but now I'm your daisy  And baby, for you, I would fall from grace Just to touch your face If you walk away I'd beg you on my knees to stay  Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life  I get so high, oh Every time, yeah, every time you're lovin' me You're lovin' me Trip of my life, oh Every time, yeah, every time you're touchin' me You're touchin' me Every time, yeah, every time you're lovin' me Oh, Lord, save me My drug is my baby I'd be usin' for the rest of my life (Usin' for the rest of my life, oh)  Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right (doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life, oh Don't blame me, your love made me crazy If it doesn't, you ain't doin' it right (you ain't doin' it...) Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life (I'll be usin', I'll be usin')  I get so high, oh Every time, yeah, every time you're lovin' me You're lovin' me Oh, Lord, save me My drug is my baby I'll be usin' for the rest of my life"
Taylor Swift,outofthewoods,"Looking at it now It all seems so simple We were lying on your couch I remember  You took a Polaroid of us Then discovered (Then discovered) The rest of the world was black and white But we were in screaming color  And I remember thinking...  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good  Are we out of the woods?  Looking at it now Last December (Last December) We were built to fall apart Then fall back together (Back together)  Uh, your necklace hanging from my neck The night we couldn't quite forget When we decided (We decided) To move the furniture so we could dance Baby, like we stood a chance Two paper airplanes flying, flying flying  And I remember thinking...  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good  Are we out of the woods?  Remember when you hit the brakes too soon Twenty stitches in a hospital room When you started crying, baby, I did too But when the sun came up I was looking at you  Remember when we couldn't take the heat I walked out, I said ""I'm setting you free"" But the monsters turned out to be just trees When the sun came up you were looking at me  You were looking at me, oh You were looking at me  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods? (I remember)  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? (Oh, I remember) In the clear yet, good  Are we out of the woods yet? Are we out of the woods yet? (Yeah) Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah) Are we in the clear yet? (Yeah) In the clear yet, good  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good  Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet? Are we in the clear yet? Are we in the clear yet? In the clear yet, good"
